title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
畅柳园 3室1厅 82.77平米,2016.03.13,畅柳园,3室1厅1厨1卫,中楼层(共16层),82.77㎡,塔楼,西 北,2002,BJXC91614826,2016-03-13,满五年,650,1,660,1,1,0,3,暂无数据
畅柳园 2室1厅 65.49平米,2016.03.23,畅柳园,2室1厅1厨1卫,中楼层(共14层),65.49㎡,板塔结合,南 北,2004,BJXC91831281,2016-03-24,满五年,515,1,515,暂无数据,0,0,2,暂无数据
畅柳园 --室--厅 84.23平米,2016.04,畅柳园,- -室- -厅,中楼层(共16层),84.23㎡,板塔结合,暂无数据,2003,BJ0001849983,2016-04-01,暂无数据,827-914,1,暂无数据,1,0,0,0,暂无数据
畅柳园 2室1厅 66平米,2016.04,畅柳园,2室1厅1厨1卫,中楼层(共14层),66㎡,板塔结合,南 北,2004,BJXC90902196,2016-04-01,满五年,510-515,1,510,1,1,0,133,4
畅柳园 1室1厅 54平米,2016.04,畅柳园,1室1厅1厨1卫,低楼层(共14层),54㎡,板塔结合,西,2004,BJXC91484369,2016-04-01,满五年,418-462,1,405,1,1,0,9,暂无数据
畅柳园 2室1厅 73.09平米,2016.04,畅柳园,2室1厅1厨1卫,中楼层(共14层),73.09㎡,板塔结合,南 北,2003,BJXC91179877,2016-04-01,满五年,570-581,1,450,1,0,0,36,暂无数据
畅柳园 1室1厅 59.47平米,2016.04.04,畅柳园,1室1厅1厨1卫,顶层(共14层),59.47㎡,板塔结合,南 北,2004,BJXC91701447,2016-04-04,满五年,503,1,505,1,0,0,28,暂无数据
畅柳园 3室1厅 82.86平米,2016.04.14,畅柳园,3室1厅1厨1卫,顶层(共16层),82.86㎡,板塔结合,东 北,2003,BJXC91775540,2016-04-15,满五年,660,1,670,暂无数据,1,0,20,暂无数据
畅柳园 --室--厅 110.37平米,2016.05,畅柳园,- -室- -厅,顶层(共16层),110.37㎡,塔楼,暂无数据,2004,BJ0001847980,2016-05-01,暂无数据,746-825,1,暂无数据,1,0,0,0,暂无数据
畅柳园 3室1厅 82.77平米,2016.05,畅柳园,3室1厅1厨1卫,中楼层(共16层),82.77㎡,塔楼,东 北,2002,101091696880,2016-03-06,暂无数据,625-630,2,633,56,1,45,57,3
畅柳园 --室--厅 72.35平米,2016.03,畅柳园,- -室- -厅,低楼层(共14层),72.35㎡,板塔结合,暂无数据,2003,BJ0001851168,2016-03-01,暂无数据,561-570,1,暂无数据,1,0,0,0,暂无数据
畅柳园 2室1厅 87.29平米,2016.02.19,畅柳园,2室1厅1厨1卫,底层(共16层),87.29㎡,塔楼,南,2004,BJXC91301446,2016-02-20,满五年,590,1,590,暂无数据,0,0,41,暂无数据
畅柳园 2室1厅 66.06平米,2016.02.21,畅柳园,2室1厅1厨1卫,未知(共10层),66.06㎡,板塔结合,南 北,2004,BJXC91463112,2016-02-21,满五年,483,1,485,1,1,0,34,暂无数据
畅柳园 2室1厅 65.4平米,2016.02.23,畅柳园,2室1厅1厨1卫,中楼层(共14层),65.4㎡,板塔结合,南 北,2004,BJXC91547348,2016-02-23,满两年,465,1,475,1,0,0,8,暂无数据
畅柳园 2室1厅 71.81平米,2016.02.28,畅柳园,2室1厅1厨1卫,低楼层(共14层),71.81㎡,板塔结合,西,2003,BJXC91580807,2016-02-28,满五年,500,1,513,1,1,0,11,1
畅柳园 2室1厅 65.72平米,2016.02.28,畅柳园,2室1厅1厨1卫,未知(共12层),65.72㎡,板塔结合,西,2004,BJXC91591804,2016-02-29,满五年,500,1,510,暂无数据,0,0,3,暂无数据
畅柳园 2室1厅 65.4平米,2016.03.01,畅柳园,2室1厅1厨1卫,顶层(共14层),65.4㎡,板塔结合,南 北,2004,BJXC91557434,2016-03-01,满五年,493,1,501,1,1,0,6,1
